Gene,baseMean,log2_FoldChange,FC,lfcSE,stat,pvalue,padj,minus_log10_pvalue
Sema4d,167.2225566,-1.019020663,0.493451206,0.19515151,-5.221689868,1.77E-07,3.19E-05,6.752026734
Sema4g,4727.013678,0.563665885,1.478020096,0.148995746,3.783100523,0.000154887,0.006243917,3.809985032
Sema5a,40.52542785,-0.683128609,0.622813185,0.264662949,-2.581126715,0.009847843,0.120321343,2.006658884
Sema5b,44.15991804,0.47688807,1.391738411,0.260441098,1.831078407,0.067088841,0.377311899,1.173349711
Sema6a,143.4528297,0.396922763,1.316696429,0.201716095,1.967729756,0.04909914,0.317242597,1.308926115
Sema6d,418.9527807,0.349779554,1.274365887,0.174490412,2.004577503,0.045008234,0.303318389,1.346708027
Sepn1,183.0417308,-0.559169793,0.678692609,0.214073012,-2.612051792,0.009000062,0.112819046,2.045754499
Sepsecs,217.4744343,0.582731141,1.497681802,0.193706954,3.008312959,0.002627025,0.050109806,2.580535794
Sep-11,286.8400932,-0.355614268,0.781536811,0.179896643,-1.976769894,0.048067646,0.312954711,1.318147146
Sep-04,279.5312898,-0.5994716,0.659995641,0.180405851,-3.322905535,0.000890851,0.023447962,3.050194928
Sep-05,12.72224569,-0.736764021,0.600083838,0.299262625,-2.461931296,0.013819114,0.147693223,1.8595198
Sep-06,59.07982956,-0.484947468,0.714523087,0.255905902,-1.8950226,0.058089408,0.346863642,1.235903049
Sep-08,164.9767159,-0.543209559,0.686242528,0.240221141,-2.261289564,0.023741332,0.208222088,1.624494919
Sep-09,1631.657867,-0.295371575,0.814862433,0.158104476,-1.868205015,0.0617335,0.360540592,1.2094791
Serpina12,99.91558221,-0.492416755,0.710833335,0.274506471,-1.793825672,0.072840998,0.393382879,1.137624113
Serpina1b,34582.15631,0.372190004,1.294316106,0.183439404,2.028953415,0.042463035,0.294494997,1.371988968
Serpina1c,12469.39211,0.58796711,1.50312721,0.187447469,3.136703379,0.001708589,0.036740209,2.767362394
Serpina1d,14728.55077,0.84442751,1.795552093,0.201327911,4.194289341,2.74E-05,0.001704683,4.562249437
Serpina3m,5000.458132,0.287352192,1.220398399,0.141365459,2.03269026,0.042083826,0.292841004,1.375884784
Serpina6,1132.445146,0.607246238,1.523348722,0.244766366,2.480921905,0.013104308,0.142439586,1.882585908
Serpina7,257.5679268,-0.598601245,0.660393926,0.251562654,-2.379531438,0.017334664,0.171080937,1.761084572
Serpinb1a,65.97828634,1.120066901,2.173570515,0.272108998,4.116243529,3.85E-05,0.002155363,4.41453927
Serpinb6a,930.8123409,-0.774002429,0.584792847,0.205988169,-3.757509145,0.000171613,0.006780046,3.765449817
Serpinc1,28399.8287,0.373195393,1.295218407,0.151327832,2.466138509,0.013657851,0.146460366,1.86461763
Serpinf1,7015.358027,0.546490993,1.460528988,0.176649453,3.093646676,0.001977128,0.040649775,2.703965213
Serping1,11565.27259,0.367982367,1.290546717,0.1672936,2.199620109,0.027833859,0.22915347,1.555426577
Serpinh1,445.9320516,-0.882932842,0.542263946,0.255101664,-3.461101857,0.000537969,0.01600239,3.269242749
Sesn2,242.2241713,0.409682448,1.328393389,0.213189792,1.92167948,0.054646101,0.334950081,1.26244082
Sesn3,103.8007496,0.52554296,1.439475227,0.241891691,2.17263751,0.02980761,0.239079143,1.525672845
Sestd1,131.6781194,-0.58706229,0.665697064,0.216350145,-2.713482307,0.006658012,0.092195106,2.176655426
Setd8,446.9304108,-0.49526059,0.709433524,0.169788195,-2.916931834,0.00353493,0.060794129,2.451619182
Setdb2,240.5451154,0.402857325,1.322123848,0.223955904,1.798824316,0.072046476,0.391333785,1.142387257
Sf3b1,2384.503984,0.265211373,1.201812117,0.155700902,1.703338699,0.088504702,0.431896179,1.053033656
Sfr1,413.5733717,-0.271656757,0.828367722,0.167889563,-1.618068157,0.10564791,0.471249922,0.97613909
Sfrp5,13.95442891,-0.742225723,0.597816357,0.299582201,-2.477536117,0.013229302,0.143188398,1.878463069
Sftpd,46.81010247,-1.036022852,0.487670006,0.289585134,-3.57761063,0.000346749,0.011583429,3.459984783
Sfxn1,1955.294273,0.314831857,1.243866675,0.150197725,2.096116015,0.036071901,0.268247975,1.44283097
Sfxn2,1156.671993,0.567244833,1.481691228,0.169089494,3.354701821,0.000794506,0.021637511,3.099902819
Sfxn3,94.52044202,-0.756772242,0.591818934,0.237123541,-3.191468207,0.001415517,0.032449859,2.849084911
Sfxn5,346.4069289,0.649238165,1.568339794,0.173027743,3.752220049,0.000175276,0.006861015,3.756277546
Sgpl1,1635.308502,-0.323933432,0.798888777,0.173812344,-1.863696359,0.062364357,0.362369979,1.205063551
Sgpp2,10.92837181,-0.627837711,0.647145621,0.298902006,-2.100480087,0.035686631,0.266782128,1.44749445
Sgsm1,33.9421298,-0.689704106,0.619980994,0.277290657,-2.487296596,0.012871804,0.140751574,1.890360582
Sh2d1b1,16.58592052,-1.069304148,0.476548796,0.299190155,-3.573995099,0.000351576,0.011713982,3.453980779
Sh2d4a,154.4253429,-0.453479886,0.730279235,0.225602189,-2.010086374,0.044422048,0.301206033,1.352401423
Sh3bgrl3,675.649842,-0.912652625,0.531207483,0.206652344,-4.416367167,1.00E-05,0.000753451,5
Sh3bp4,81.67955689,-0.68115559,0.623665522,0.259389666,-2.62599355,0.008639645,0.110013646,2.063504102
Sh3kbp1,175.7358153,-0.493893486,0.710106104,0.208166421,-2.372589598,0.017663878,0.172992135,1.752913944
Sh3pxd2b,281.027842,-0.555726733,0.680314275,0.212679088,-2.612982494,0.00897559,0.112733763,2.046936994
Shc2,25.29241662,-1.429680888,0.371212993,0.297372389,-4.807712288,1.53E-06,0.000173155,5.815308569
Shfm1,711.1468769,-0.251355141,0.840106922,0.139842662,-1.797413877,0.072269939,0.391727758,1.141042312
Shisa2,28.76527831,-0.509872275,0.70228461,0.287498655,-1.77347708,0.076149686,0.400802152,1.118331883
Shpk,791.6617544,0.413284906,1.331714576,0.186440977,2.216706396,0.026643161,0.223502726,1.574414251
Sidt2,3046.462981,0.305067759,1.235476663,0.153377923,1.988993944,0.046701871,0.309269632,1.33066572
Siglecf,29.24002093,-0.957946458,0.514789146,0.288980039,-3.314922584,0.000916685,0.023954837,3.037779875
Sik2,193.8777882,0.489463763,1.403922953,0.202479818,2.417345919,0.015634152,0.160924344,1.80592567
Sirpa,2255.200863,-0.696873504,0.616907673,0.173921322,-4.006831929,6.15E-05,0.003079586,4.211124884
Sirt3,806.6545308,0.409406915,1.32813971,0.157541953,2.598716768,0.009357294,0.116269167,2.028849725
Skida1,11.29103277,-0.513262084,0.700636434,0.297636546,-1.724459213,0.084624976,0.423988739,1.072501441
Skp2,36.20936497,-0.598836776,0.66028612,0.297315977,-2.014142605,0.043994564,0.300271773,1.356600982
Slamf7,78.31449751,-0.720051495,0.607075773,0.271851966,-2.648689674,0.008080449,0.105293076,2.092564506
Slamf9,30.88952421,-0.86692523,0.548314211,0.294179785,-2.946923188,0.003209529,0.057254821,2.493558696
Slc10a1,4957.841686,0.408527292,1.327330179,0.249131431,1.639806311,0.101045446,0.460514619,0.995483255
Slc10a5,321.0598933,0.565485773,1.479885721,0.1931623,2.927516259,0.003416812,0.059565488,2.466378916
Slc11a1,519.5883659,-0.437897456,0.738209672,0.204575474,-2.14051786,0.032312939,0.250818379,1.490623539
Slc11a2,449.7404351,-0.447937299,0.733090239,0.191769865,-2.335806504,0.019501328,0.183434108,1.709935813
Slc12a8,15.75790427,-0.809973343,0.570392397,0.298530335,-2.713202805,0.006663631,0.092195106,2.17628906
Slc13a3,422.717238,-0.585295587,0.666512766,0.214361414,-2.730414841,0.006325467,0.089094137,2.198907406
Slc13a5,120.1373617,0.973703178,1.963875099,0.267165474,3.64456965,0.00026784,0.009441716,3.572124564
Slc15a3,950.428836,-0.596594259,0.661313263,0.206635946,-2.887175589,0.003887172,0.064337492,2.410366242
Slc15a4,347.2990674,0.350520765,1.275020785,0.20493744,1.710379351,0.087195747,0.428087811,1.059504697
Slc16a10,1391.420308,0.412878295,1.331339298,0.241255234,1.71137549,0.087011819,0.428032025,1.060421752
Slc16a11,93.90497961,0.506798289,1.420893367,0.254217787,1.993559517,0.046200213,0.30773376,1.335356022
Slc16a2,1632.460974,0.268273701,1.204365846,0.162064166,1.655354835,0.097852542,0.453576566,1.009427888
Slc16a3,24.86658932,-0.460134668,0.726918402,0.287691299,-1.599404186,0.109730823,0.478220984,0.959671364
Slc17a2,1322.724248,0.429001664,1.346301623,0.215885636,1.987170948,0.046903456,0.309480353,1.328795156
Slc17a4,729.2072551,0.527962935,1.441891827,0.170104441,3.103757496,0.001910799,0.039748785,2.718784995
Slc1a2,1779.020038,0.345171296,1.270301801,0.201121133,1.716235834,0.086118887,0.426450569,1.064901592
Slc1a3,11.58414029,0.538355972,1.452316582,0.297526862,1.809436531,0.070383212,0.386971207,1.152530918
Slc1a5,104.5094423,-0.529218995,0.692929751,0.236904172,-2.233894787,0.025489997,0.217501012,1.593630216
Slc20a1,2165.88886,0.656241938,1.575972038,0.239517445,2.739850281,0.006146718,0.086803441,2.211356711
Slc22a26,247.5946814,1.70283896,3.255409337,0.240452736,7.081803231,1.42E-12,1.07E-09,11.84771166
Slc22a3,137.7087353,0.602398174,1.518238219,0.254679166,2.365321768,0.018014412,0.174417231,1.744379909
Slc22a30,104.3729318,0.573570312,1.488201948,0.225733199,2.540921378,0.011056078,0.128260553,1.956398906
Slc22a5,1005.03897,0.877837718,1.83761905,0.21949192,3.999407891,6.35E-05,0.003165384,4.197226275
Slc22a7,21.04804524,0.543557003,1.457561748,0.290179841,1.873172864,0.061044518,0.358018709,1.214353331
Slc25a10,4114.496,0.427820045,1.345199405,0.148136661,2.888009237,0.003876885,0.064334106,2.411517081
Slc25a13,2746.660965,0.366075918,1.288842451,0.149373599,2.450740424,0.014256272,0.15110558,1.845994027
Slc25a15,5182.040963,0.56010016,1.474371573,0.19455733,2.878843783,0.00399136,0.065456318,2.398879099
Slc25a16,867.0154435,0.37584889,1.297602847,0.180249296,2.085161495,0.037054644,0.271186551,1.431157355
Slc25a20,3075.068827,0.382857141,1.303921611,0.147619407,2.593542054,0.009499292,0.117008172,2.022308762
Slc25a21,114.9143779,0.366078942,1.288845153,0.205862365,1.778270363,0.075359461,0.400192296,1.122862216
Slc25a22,5264.264203,0.64178126,1.560254378,0.191627826,3.349102642,0.000810738,0.021919114,3.091119471
Slc25a24,113.3250193,-0.815106708,0.568366446,0.220780407,-3.691934077,0.000222555,0.008137611,3.652562644
Slc25a34,279.923845,0.549100178,1.463172817,0.203885777,2.6931755,0.0070775,0.096285695,2.150120122
Slc25a4,271.2103809,-0.451862115,0.731098596,0.209784188,-2.153937909,0.031245042,0.246122207,1.505218887
Slc25a42,1531.842682,0.541764469,1.455751867,0.187871727,2.883693456,0.003930411,0.064720887,2.405562033
Slc25a46,809.2857961,0.317369023,1.2460561,0.191678205,1.655738705,0.097774746,0.453576566,1.009773304
Slc25a47,17568.65865,0.874285424,1.833099915,0.209428694,4.174621002,2.98E-05,0.00178649,4.525783736
Slc25a51,1349.401435,0.485831431,1.400392685,0.206036688,2.35798505,0.018374433,0.176963123,1.735786054
Slc26a1,1292.304666,0.448952894,1.365049146,0.179920615,2.495283236,0.012585662,0.138572596,1.900123936
Slc26a10,68.30705821,0.532835749,1.446770161,0.26894073,1.981238576,0.047564525,0.311792878,1.322716836
Slc27a1,717.7686353,0.800775278,1.742037014,0.178232771,4.492862199,7.03E-06,0.000556984,5.153044675
Slc27a2,26670.21884,0.858446626,1.813085081,0.182963864,4.691891664,2.71E-06,0.000267774,5.567030709
Slc27a4,823.8440841,0.283641227,1.217263269,0.143055289,1.98273848,0.047396649,0.311446261,1.324252362
Slc27a5,9286.453745,0.889134553,1.852064769,0.203799421,4.362792339,1.28E-05,0.000895894,4.89279003
Slc29a3,218.4003221,-0.592668666,0.663115156,0.202608646,-2.925189405,0.003442466,0.05973946,2.46313034
Slc2a4,12.35540019,0.467876543,1.38307227,0.29831788,1.568382505,0.116791891,0.492576907,0.93258731
Slc2a5,46.29672702,0.463798442,1.379168225,0.280350389,1.654352765,0.098055858,0.453957678,1.008526456
Slc30a10,393.5064339,0.717372413,1.644184745,0.187477863,3.826437964,0.000130011,0.005511857,3.886019901
Slc31a1,1550.550464,0.354583537,1.27861643,0.147878783,2.397798593,0.016493932,0.165862145,1.7826758
Slc35c2,493.4243266,-0.342923551,0.788441953,0.15740743,-2.17857283,0.029363416,0.236761631,1.532193422
Slc35e1,747.6467774,0.240267985,1.181212055,0.143396928,1.675544855,0.093827378,0.445654683,1.02767042
Slc35e4,30.98694626,-0.51462667,0.699974044,0.286202647,-1.798119881,0.072158012,0.391333785,1.14171544
Slc35g1,620.135977,-0.284053339,0.821280336,0.16220852,-1.751161645,0.07991807,0.411389468,1.097355013
Slc36a1,386.9874654,-0.367931292,0.774892834,0.18197662,-2.02186023,0.043190793,0.297440753,1.364608822
Slc37a2,218.836434,-1.234094607,0.425109202,0.20135363,-6.128991108,8.84E-10,3.64E-07,9.053547735
Slc37a4,3290.763212,0.479952016,1.394697278,0.185938186,2.581245019,0.009844468,0.120321343,2.006807748
Slc38a3,13849.35604,0.447473548,1.363650136,0.158529297,2.822655215,0.004762776,0.073670044,2.322139843
Slc38a4,14240.0381,0.63517658,1.553127835,0.131226031,4.840324557,1.30E-06,0.000150379,5.886056648
Slc38a7,411.2860589,-0.279557548,0.823843638,0.177431179,-1.575582995,0.115121938,0.489575461,0.938841908
Slc39a11,340.9520678,-0.47175192,0.721088421,0.206545372,-2.284011086,0.022370879,0.200897109,1.650316951
Slc39a14,1781.550059,0.338730046,1.264642883,0.189640978,1.78616484,0.074072572,0.396113673,1.130342575
Slc39a4,1719.198681,-0.767385286,0.58748125,0.220663967,-3.477619364,0.000505888,0.015370556,3.295945622
Slc39a7,957.7389203,-0.242860729,0.845067959,0.138219772,-1.75706214,0.078907218,0.408492905,1.102883268
Slc39a8,428.2634669,0.479114465,1.393887827,0.160392129,2.987144492,0.002815966,0.052382714,2.550372593
Slc3a1,357.5520797,0.369532201,1.291933849,0.236129169,1.56495787,0.117592788,0.493943901,0.929619313
Slc41a1,178.2351527,0.416846723,1.33500646,0.223686414,1.863531702,0.062387497,0.362369979,1.204902438
Slc43a1,140.8929209,0.638212635,1.55639973,0.199717161,3.195582347,0.00139549,0.032316231,2.855273271
Slc43a2,794.9903697,-0.644313215,0.639797289,0.184471354,-3.492754837,0.000478065,0.014771404,3.320513051
Slc44a2,372.357584,-0.359798235,0.779273556,0.190387524,-1.889820445,0.058781978,0.349071974,1.230755804
Slc44a3,140.9210596,-0.668940749,0.628968317,0.251633744,-2.658390472,0.007851487,0.103079034,2.105048084
Slc44a4,13.41960042,-0.600378282,0.659580987,0.299518419,-2.004478671,0.04501881,0.303318389,1.346605989
Slc45a3,865.641507,0.442435354,1.35889629,0.172600313,2.563351989,0.010366689,0.124215324,1.98435993
Slc47a1,1337.720731,0.383113746,1.304153554,0.144627438,2.648970021,0.008073749,0.105293076,2.092924756
Slc48a1,1094.250265,-0.300706323,0.811854826,0.155738171,-1.930845354,0.05350218,0.332192797,1.271628522
Slc4a3,17.57418425,-1.139582631,0.453890868,0.29684302,-3.839007669,0.000123533,0.005272238,3.908217012
Slc4a4,3187.670682,0.585344599,1.500397328,0.168590583,3.471988703,0.000516618,0.015548498,3.286830466
Slc50a1,163.0548949,-0.492124801,0.710977199,0.188496579,-2.610789029,0.00903336,0.113125328,2.044150682
Slc51b,61.34983669,-0.428900054,0.742827919,0.269989667,-1.588579513,0.112155357,0.483845336,0.950179978
Slc5a1,44.95356122,-0.729167904,0.603251748,0.258511249,-2.82064284,0.004792753,0.073776022,2.319414952
Slc6a12,983.3185231,0.432951711,1.349992798,0.192626782,2.247619493,0.024600463,0.212836709,1.609056719
Slc6a6,2648.737333,-0.480655724,0.716651822,0.16345472,-2.940604747,0.003275722,0.057896803,2.484692963
Slc6a8,707.9112312,-0.665080517,0.630653507,0.181266206,-3.66908169,0.000243423,0.008653844,3.61363839
Slc7a1,68.99600056,-0.431770448,0.741351455,0.241406486,-1.788561921,0.073685395,0.395748875,1.132618584
Slc7a11,15.16822339,-0.596175249,0.66150536,0.299609967,-1.989837838,0.046608802,0.309269632,1.33153206
Slc7a2,12132.03479,0.437078484,1.353859929,0.162250582,2.693848487,0.007063226,0.096194059,2.150996898
Slc7a6,25.40984226,-0.757059334,0.591701175,0.29579978,-2.55936409,0.010486385,0.12471273,1.979374202
Slc7a7,124.3480663,-0.684959202,0.622023416,0.209461666,-3.270093353,0.00107512,0.026588384,2.968543059
Slc7a8,308.6354795,-0.414157981,0.750457366,0.197675827,-2.095137213,0.036158797,0.26826884,1.441786027
Slc9a5,17.40933025,-0.612683278,0.65397923,0.296778005,-2.064449746,0.038975094,0.280045706,1.409212829
Slc9a7,14.06324556,-0.897880133,0.536674731,0.299377394,-2.999158089,0.002707268,0.05121265,2.56746875
Slco1b2,5011.269991,0.543532514,1.457537007,0.250451884,2.170207331,0.029991143,0.2402492,1.523006982
Slco2b1,2249.436943,0.420092976,1.338013782,0.166921915,2.516703549,0.011845845,0.133537838,1.926433954
Slco3a1,109.3598702,-0.405430659,0.755010881,0.213760619,-1.896657392,0.057873171,0.345748843,1.237522721
Slpi,238.8667998,-0.936285345,0.522576681,0.291532845,-3.21159472,0.001320004,0.031021321,2.879424753
Slx1b,102.2949484,-0.649375566,0.637556204,0.230596236,-2.816071832,0.00486148,0.074296217,2.313231497
Smarca2,1035.082579,0.286026166,1.219277207,0.175682634,1.628084457,0.103506979,0.466797348,0.985030367
Smarcb1,205.6349499,-0.51143593,0.701523856,0.202792699,-2.521964216,0.011670158,0.132270264,1.932923264
Smc4,374.3399162,-0.447759287,0.733180699,0.187302567,-2.390566741,0.016822391,0.167973815,1.774112277
Smc5,252.040707,0.318384428,1.246933414,0.199802416,1.593496384,0.111048879,0.481919887,0.954485821
Smim10l1,828.6121028,0.299680428,1.230871732,0.188784429,1.587421326,0.112417253,0.484483809,0.949167031
Smim19,384.0532611,0.283227168,1.21691396,0.173157145,1.635665503,0.101909613,0.462471043,0.991784848
Smim3,54.79253089,-0.695947276,0.617303863,0.288397999,-2.41314877,0.015815363,0.16186452,1.800920836
Smlr1,335.1254224,0.366589265,1.289301135,0.165149223,2.219745626,0.02643604,0.222233402,1.5778036
Smoc1,1956.552825,-0.218546799,0.85943069,0.133509178,-1.636942129,0.101642562,0.462080775,0.992924397
Smoc2,178.157362,-0.719609065,0.607261973,0.237800731,-3.026101146,0.002477294,0.048043695,2.606022449
Smpd3,546.4812863,-0.465364895,0.724287863,0.182357797,-2.551933085,0.010712709,0.125991386,1.970100692
Smpdl3b,47.8976386,-0.595921597,0.661621675,0.280696923,-2.12300723,0.033753246,0.258576331,1.471684455
Smtnl2,28.52093443,-0.862555313,0.54997757,0.292410603,-2.949808604,0.003179708,0.057006398,2.49761276
Smyd1,54.80353048,0.439327615,1.355972213,0.28019249,1.567949289,0.116892968,0.492576907,0.932211614
Snca,25.8421096,-0.64444862,0.639737244,0.299571291,-2.151236249,0.031457557,0.247185892,1.502275008
Sned1,55.80991274,0.968477844,1.956774955,0.24806865,3.904071886,9.46E-05,0.00428026,4.024108864
Snhg18,73.02523455,-0.745627568,0.596408379,0.22881837,-3.258600125,0.001119634,0.027341427,2.950923922
Snrk,985.6294821,0.342145567,1.267640419,0.173077341,1.976836273,0.04806014,0.312954711,1.318214968
Snrnp25,33.64211793,-0.551711197,0.682210471,0.28732475,-1.920165937,0.054836943,0.335462237,1.260926764
Snrnp48,143.0855809,0.358178451,1.281806464,0.206945555,1.730785908,0.083489956,0.420282182,1.078365768
Sntg2,35.56912028,0.693638144,1.617356981,0.271208903,2.557578811,0.010540367,0.124714184,1.977144267
Snx1,313.3864652,-0.366968681,0.775410039,0.188181814,-1.950075164,0.051167161,0.323488601,1.291008679
Snx10,355.0657205,-0.283205652,0.821763039,0.173742963,-1.630026606,0.103095874,0.466137549,0.986758715
Snx33,443.845024,0.240974211,1.181790422,0.154637297,1.558318821,0.11915769,0.497243714,0.923877925
Snx5,1414.949198,-0.375826864,0.770663589,0.166506094,-2.257135788,0.023999591,0.209622713,1.619796159
Soat1,266.9546694,-0.405444298,0.755003743,0.183463186,-2.209949079,0.027108697,0.225511132,1.566891357
Sod1,7298.719192,0.256722079,1.194761024,0.139266446,1.843387885,0.065272398,0.372477867,1.185270432
Sod2,2052.066293,0.204452567,1.152249041,0.129786683,1.575296961,0.115187915,0.489627486,0.938593083
Sod3,1183.507569,-0.392399642,0.761861342,0.169131771,-2.320082386,0.020336421,0.188599613,1.691725476
Sort1,434.5882416,-0.920955741,0.528159015,0.172200825,-5.348149425,8.89E-08,1.80E-05,7.051098239
Sox4,103.3962822,-0.762655688,0.589410355,0.236213041,-3.228677315,0.001243641,0.029498341,2.905304969
Sox5,286.8685512,0.472236669,1.387258525,0.250646146,1.884077123,0.059554544,0.352166607,1.225085096
Sox7,46.7666395,0.560292608,1.47456826,0.278433571,2.012302635,0.044188045,0.300898421,1.354695212
Sox9,184.9887465,-0.624656177,0.648574327,0.238321227,-2.621068149,0.008765474,0.110937389,2.057224594
Sp100,171.0712961,0.298426043,1.229801987,0.189337796,1.576156734,0.114989687,0.489454101,0.939341108
Sparc,3198.250101,-1.035694404,0.487781043,0.227109271,-4.560335208,5.11E-06,0.000421405,5.2915791
Sparcl1,257.8487399,-0.653507861,0.635732672,0.194455578,-3.360705139,0.000777438,0.021427393,3.109334236
Spata24,34.87592336,-0.690607314,0.619592972,0.280733928,-2.460006591,0.013893446,0.148239356,1.857190023
Spata2l,559.4998871,0.627271889,1.544641341,0.268919305,2.332565487,0.019670962,0.184438756,1.706174401
Spata6,69.16145598,-0.395527202,0.760211523,0.24341388,-1.624916389,0.104180376,0.468279596,0.982214079
Spats2l,104.7720992,-0.49685644,0.708649211,0.248772844,-1.997229406,0.045800268,0.306242306,1.339131981
Spcs2,699.7114358,-0.335411479,0.792558054,0.146076449,-2.296136592,0.021668073,0.195964759,1.66417971
Specc1,174.2547178,-0.486998297,0.713508095,0.223919969,-2.174876585,0.029639366,0.238028918,1.52813109
Speg,64.13154581,-0.669268135,0.628825603,0.250288857,-2.673982946,0.007495626,0.100474462,2.125192091
Sphk1,28.54342553,-0.780953655,0.581981962,0.289018689,-2.702087049,0.006890572,0.09454902,2.161744725
Spi1,614.8173187,-0.395560134,0.76019417,0.218593226,-1.809571782,0.070362219,0.386971207,1.152660473
Spink1,15.54371752,-0.707217808,0.612500188,0.288859649,-2.448309447,0.014352833,0.151745235,1.843062368
Spint1,47.13672325,-1.207163379,0.433119377,0.259770911,-4.647030616,3.37E-06,0.000302622,5.472370099
Spon1,73.39986721,-0.875394705,0.545104712,0.241655529,-3.622489861,0.000291781,0.010117978,3.534942992
Spp1,2547.554074,-1.927234704,0.262932666,0.219106649,-8.79587503,1.42E-18,9.06E-15,17.84771166
Sprn,38.97385472,-0.560655156,0.677994203,0.28015606,-2.00122445,0.045368207,0.304746536,1.343248384
Sprr1a,28.22731349,-1.399153841,0.379151454,0.293320906,-4.770044722,1.84E-06,0.000195543,5.735182177
Spsb1,88.97413448,-0.460973754,0.726495741,0.240407771,-1.917466112,0.055178742,0.336424237,1.258228205
Spsb4,42.42183973,-0.887478858,0.54055793,0.261172426,-3.398057255,0.000678662,0.019288213,3.168346467
Sptlc2,424.121026,-0.766093379,0.588007565,0.181585044,-4.218923336,2.45E-05,0.001574103,4.610833916
Sqstm1,7956.984645,-0.244505021,0.844105353,0.143109567,-1.708516256,0.087540593,0.428995969,1.057790516
Srbd1,137.9805074,0.381709899,1.302885135,0.243488934,1.567668367,0.116958548,0.492576907,0.931968032
Src,198.5300219,-0.619257388,0.65100594,0.22386232,-2.766242159,0.005670641,0.082230736,2.246367846
Srcin1,12.64523014,0.688400653,1.611496051,0.299213613,2.300699642,0.021408614,0.194722258,1.669411448
Srd5a1,324.7556845,0.733903744,1.66313323,0.213301279,3.440690783,0.000580231,0.016959305,3.236399072
Srd5a3,271.4596634,-0.361303399,0.778460963,0.16825769,-2.147321761,0.031767675,0.248551377,1.498014569
Srebf1,3121.668222,0.883748491,1.845163284,0.214109892,4.127546286,3.67E-05,0.002082667,4.435333936
Srpx2,77.43032884,-0.616717582,0.652153019,0.273142597,-2.257859408,0.023954426,0.209371528,1.620614231
Srr,975.4424274,0.292771477,1.224991278,0.165693881,1.766941991,0.077237944,0.403745465,1.112169295
Srrm2,4145.244653,0.304511621,1.235000496,0.153514336,1.983603813,0.047300024,0.311131755,1.325138639
Srsf9,331.348225,-0.253756375,0.838709804,0.161050571,-1.575631641,0.11511072,0.489575461,0.93888423
Srxn1,1624.042355,-0.438037787,0.738137869,0.181731687,-2.410354493,0.015937027,0.162473729,1.797592692
Ssbp4,280.5242212,-0.653477216,0.635746176,0.208107126,-3.140100144,0.001688901,0.036740209,2.772395807
Ssc5d,29.56127972,-0.969348769,0.510736557,0.286382128,-3.384808878,0.000712278,0.019889242,3.147350469
Ssh3,264.2039519,-0.31851751,0.801893467,0.178483816,-1.784573626,0.074330503,0.396709135,1.128832928
Sspn,36.7361262,-0.447749228,0.733185811,0.277573748,-1.613082039,0.106726686,0.472701384,0.971726976
Sspo,11.69821577,0.465656324,1.380945443,0.296496957,1.570526483,0.116292678,0.492046043,0.934447628
Ssr1,1292.439803,-0.245443434,0.843556476,0.139410413,-1.760581792,0.078309213,0.40638628,1.106187141
Ssr4,836.5919003,-0.365888852,0.775990636,0.160526933,-2.279298842,0.022649307,0.202826529,1.644945082
Sstr2,22.55761416,-0.68890815,0.620323141,0.292570883,-2.354670921,0.018539116,0.178145823,1.731910978
St14,60.25512916,-0.785461911,0.580166174,0.27017092,-2.907277771,0.003645893,0.061786507,2.438196081
St3gal5,4247.831113,0.390804092,1.31112396,0.209179703,1.868269652,0.061724495,0.360540592,1.209542455
St3gal6,75.6978707,0.399952787,1.31946473,0.236902638,1.688258055,0.091361703,0.440271243,1.039235814
St6galnac4,133.1680302,-0.773669275,0.584927906,0.236257268,-3.274689838,0.00105778,0.02641553,2.975604649
St6galnac6,743.9084728,0.41969636,1.337645995,0.18962178,2.213334142,0.026874617,0.224588731,1.570657716
St8sia4,45.15535966,-0.604327802,0.657777789,0.28899074,-2.091166664,0.036513126,0.269487569,1.437550984
Stac2,35.78590998,-1.035877644,0.487719093,0.291733643,-3.550765127,0.000384113,0.012472434,3.415540994
Stard13,202.9665907,0.375855606,1.297608887,0.226008108,1.663018238,0.096308785,0.450181832,1.016334096
Stard3nl,169.8187446,-0.438665942,0.737816551,0.192527083,-2.278463555,0.022698974,0.202992838,1.643993773
Stard5,1770.552414,0.414802623,1.333116279,0.16047683,2.584813165,0.009743178,0.119550665,2.011299363
Stard7,2341.186465,0.333016527,1.25964441,0.12986987,2.564232399,0.010340428,0.124059783,1.985461485
Stat1,630.8872985,0.523355313,1.437294115,0.209669897,2.496091803,0.01255701,0.138376514,1.90111376
Steap4,1402.933482,-0.812281103,0.569480717,0.210399733,-3.860656529,0.000113083,0.004891692,3.946602679
Stmn1,102.2763699,-0.583701314,0.667249714,0.294600419,-1.981332259,0.047554025,0.311792878,1.322812718
Stra13,190.1671906,-0.356104244,0.781271426,0.196176388,-1.815224793,0.069489371,0.383930087,1.158081619
Stub1,670.2836936,-0.236869382,0.848584727,0.148338767,-1.596813738,0.110307233,0.480092291,0.957396009
Stx17,453.2713091,0.309603578,1.239367102,0.17779101,1.741390516,0.08161515,0.416430171,1.088229217
Stx1b,23.61259796,0.601526267,1.517320933,0.288478001,2.085172059,0.037053685,0.271186551,1.431168595
Stx7,410.0503511,-0.414293044,0.750387113,0.174707037,-2.37135865,0.017722824,0.173170719,1.751467075
