Gene,baseMean,log2_FoldChange,FC,lfcSE,stat,pvalue,padj,minus_log10_pvalue
Sucla2,1569.26753,0.563321317,1.477667133,0.13655705,4.125171983,3.70E-05,0.002091775,4.431798276
Suclg1,2997.742023,0.402647986,1.321932018,0.146097403,2.756024252,0.005850866,0.083890898,2.232779848
Suclg2,2429.11475,0.202647379,1.150808178,0.129458546,1.565345705,0.117501872,0.493943901,0.929955214
Sugct,285.9779962,1.12876098,2.1867086,0.19706441,5.727878407,1.02E-08,2.95E-06,7.991399828
Sulf1,23.72405637,-0.746614717,0.596000433,0.294772774,-2.53284829,0.011313991,0.129836184,1.946384171
Sulf2,1467.730472,0.350203426,1.274740359,0.166389382,2.104722204,0.035315496,0.264472448,1.45203469
Sult1a1,6561.29222,0.267390987,1.203629179,0.161272097,1.658011479,0.097315149,0.452753338,1.011819548
Sult2a8,645.3149145,0.488156096,1.402651006,0.242743582,2.01099486,0.044326,0.300993639,1.353341458
Sult5a1,36.41768364,1.481731347,2.792836945,0.296401747,4.999064142,5.76E-07,8.08E-05,6.239577517
Suox,1927.724406,0.81674048,1.761421865,0.150487315,5.427304484,5.72E-08,1.33E-05,7.242603971
Supt6,1092.968088,0.268498759,1.20455374,0.167165025,1.606189807,0.108232212,0.475209492,0.965643466
Susd2,122.5851055,-0.568386295,0.674370674,0.248290652,-2.289197325,0.02206789,0.198735599,1.65623919
Susd6,1187.010204,0.255386486,1.19365547,0.148025944,1.725281927,0.084476677,0.423484894,1.073263178
Svep1,81.83632334,-0.958837681,0.514471234,0.262578552,-3.651622243,0.000260589,0.009237156,3.584043921
Syce2,19.58885606,-0.527430851,0.693789133,0.295928251,-1.782293004,0.074701463,0.397691017,1.126670893
Syk,565.636775,-0.54529759,0.685250039,0.189304577,-2.880530397,0.003970067,0.065202086,2.401202164
Syne1,834.0950812,0.303858176,1.234441249,0.171982647,1.766795554,0.077262474,0.403745465,1.11203139
Syngr1,98.78360189,-2.16469265,0.223029639,0.251511805,-8.606723852,7.52E-18,1.81E-14,17.12378216
Synj2,102.8810944,-0.455157583,0.729430493,0.272213482,-1.67206113,0.094512268,0.446861893,1.024511815
Syt12,95.28492492,-0.64725908,0.638492209,0.22836468,-2.834322191,0.004592301,0.072170379,2.337969654
Syt7,66.64987054,-0.747279563,0.595725837,0.24586541,-3.03938469,0.002370619,0.046397965,2.625138239
Syt9,38.70614355,-0.418104839,0.748407106,0.266129616,-1.571057159,0.116169373,0.49202159,0.934908355
Sytl2,36.02012409,-0.694451573,0.61794418,0.284195134,-2.443573056,0.014542625,0.153370609,1.837357195
Tacc3,88.55989888,-0.49618602,0.708978597,0.293214462,-1.692229014,0.090602316,0.438277544,1.042860701
Tagap,23.63611137,-0.506593791,0.703882347,0.290614719,-1.743180085,0.081302163,0.41633102,1.0898979
Tagln,248.3577665,-0.706967476,0.612606476,0.252819351,-2.796334511,0.005168587,0.077687094,2.286628169
Tagln2,1080.081897,-0.682308397,0.623167372,0.174311522,-3.914304618,9.07E-05,0.00416179,4.042392713
Taldo1,1489.026267,-0.288674366,0.818653941,0.17062132,-1.691900906,0.090664869,0.438413944,1.042560962
Tank,233.5437476,0.305511611,1.235856821,0.18857456,1.620110424,0.105208559,0.469921742,0.977948928
Tap1,666.2237393,0.428758785,1.34607499,0.167203744,2.564289378,0.010338731,0.124059783,1.985532764
Tapbp,2096.930161,-0.286941798,0.819637673,0.166151089,-1.726993184,0.084168888,0.422865816,1.07484841
Tapt1,806.5872775,0.385675714,1.306471555,0.184774005,2.087283399,0.036862525,0.271125462,1.43341492
Tardbp,850.2660647,0.451080898,1.367064107,0.179736851,2.509673981,0.012084267,0.134768659,1.917779688
Tars,1634.856717,0.267703468,1.203889908,0.165830512,1.614319741,0.10645809,0.472033249,0.97282133
Tat,23707.20481,0.574714781,1.489382984,0.24989427,2.299831771,0.021457753,0.194927267,1.668415758
Tbc1d1,250.1980414,-0.424459853,0.745117653,0.203522083,-2.085571486,0.037017456,0.271186551,1.431593431
Tbc1d10b,238.6638584,-0.335933925,0.792271096,0.183197635,-1.833724133,0.066694954,0.376144189,1.175907023
Tbc1d2,33.4010613,-0.608686309,0.655793583,0.287001914,-2.120844075,0.033934926,0.25868793,1.469353094
Tbc1d24,397.3030153,-0.350274363,0.784434905,0.195453746,-1.792108725,0.073115552,0.394015014,1.135990237
Tbc1d8,260.6137834,0.440659881,1.357224973,0.185458008,2.376062835,0.017498483,0.172491841,1.7569996
Tbc1d9,142.8018753,-0.490651192,0.711703782,0.235595453,-2.08260043,0.03728766,0.271746333,1.42843487
Tbcb,284.5397234,-0.421903828,0.746438949,0.167041949,-2.525735781,0.011545628,0.131547997,1.93758244
Tbcd,445.3385463,-0.357298574,0.780624921,0.173103841,-2.064070742,0.03901101,0.280146029,1.408812806
Tbrg1,1209.518496,0.304161013,1.234700399,0.158931261,1.913789717,0.05564703,0.337345249,1.25455801
Tbrg4,845.6265212,0.232572849,1.174928406,0.138090717,1.684203356,0.092142375,0.441542939,1.035540598
Tbx20,146.7682774,-0.627695985,0.647209198,0.21237728,-2.955570318,0.003120915,0.056410937,2.505718059
Tbx3,401.761334,0.453388229,1.369252229,0.200222559,2.264421312,0.023548214,0.207312959,1.628042026
Tbxas1,152.874478,-0.472274488,0.720827277,0.237974756,-1.984557088,0.047193771,0.310753203,1.326115319
Tc2n,40.92141692,-0.613667024,0.653533446,0.270157075,-2.271519349,0.023115557,0.205078648,1.636095637
Tceal8,324.6666145,-0.285218726,0.820617186,0.17318371,-1.646914281,0.099575666,0.457410034,1.00184678
Tceb2,873.2204538,-0.351470134,0.783784999,0.1474773,-2.383215133,0.017162161,0.169904067,1.765428028
Tcf19,35.91117826,-0.645680121,0.639191389,0.28359075,-2.276802471,0.022798024,0.2037294,1.642102793
Tcf21,99.37159581,-0.631842317,0.645351777,0.252193873,-2.505383299,0.012231876,0.136026605,1.91250693
Tcf24,11.51603268,-0.596408207,0.661398552,0.294079958,-2.028047784,0.042555371,0.294738569,1.371045619
Tcf4,394.4462805,-0.334576788,0.793016733,0.159769805,-2.094117777,0.03624949,0.268317715,1.440698099
Tcirg1,1227.923117,-0.473573223,0.720178671,0.191307215,-2.475459296,0.013306493,0.143779979,1.87593639
Tcn2,2948.6974,0.397873807,1.317564699,0.162471096,2.448889778,0.014329729,0.151626595,1.843762023
Tdo2,18194.57411,0.363345775,1.286405764,0.149220314,2.434961871,0.014893359,0.155874739,1.827007342
Tdrp,413.7665884,0.331248982,1.258102078,0.212330945,1.560059847,0.118745739,0.496498813,0.925381965
Tecpr1,296.1188705,-0.602518198,0.658603371,0.210524663,-2.861983907,0.004209983,0.068263775,2.375719658
Tecr,1544.232181,0.273215489,1.208498338,0.15439376,1.769601887,0.076793484,0.402779142,1.114675629
Tek,272.8115685,0.387615044,1.308228949,0.201848562,1.920326009,0.054816733,0.335462237,1.261086851
Tes,70.46829511,-1.065007796,0.477970076,0.255497464,-4.168369337,3.07E-05,0.001820885,4.512861625
Tex2,2039.255246,0.301717985,1.232611354,0.181421088,1.663081116,0.096296199,0.450181832,1.016390855
Tfam,661.712331,0.262512137,1.199565668,0.156106635,1.681620629,0.092642428,0.44244387,1.033190071
Tfpi2,218.4420621,0.372796943,1.294860736,0.205262765,1.816193714,0.069340662,0.383735748,1.159012016
Tfr2,4924.014932,0.248154161,1.187686571,0.148177027,1.674714124,0.093990335,0.445840659,1.026916802
Tgds,284.2979262,0.505987348,1.420094904,0.192414119,2.629678889,0.008546555,0.109390765,2.068208908
Tgfa,384.849759,-0.343533843,0.788108495,0.177794288,-1.932198426,0.053335019,0.331410262,1.272987546
Tgfb1,571.8956122,-0.555738693,0.680308635,0.192556282,-2.886110426,0.003900353,0.064472024,2.408896086
Tgfb1i1,58.34979327,-0.416253715,0.749368004,0.266995232,-1.559030519,0.118989157,0.49686539,0.924492612
Tgfb2,36.61188439,-0.964968344,0.512289652,0.279209255,-3.456075783,0.000548101,0.016265859,3.261139406
Tgfbi,1974.321338,-0.549504153,0.68325492,0.183244563,-2.998747385,0.00271092,0.05121265,2.566883298
Tgfbr2,1305.900267,-0.290751121,0.817476339,0.144825402,-2.007597538,0.044686076,0.301991052,1.34982778
Tgfbrap1,1174.780542,0.281425097,1.215394861,0.137182173,2.051469885,0.040221209,0.28514603,1.395544879
Thbs2,207.5338221,-0.926346159,0.526189309,0.192871095,-4.802928903,1.56E-06,0.000173155,5.806875402
Themis,21.7343252,-0.916916872,0.529639684,0.299602271,-3.060447003,0.002210069,0.04413566,2.655594167
Themis2,163.4844539,0.469624199,1.384748714,0.226127544,2.076811128,0.037818995,0.273742593,1.422290016
Thoc6,65.05277936,-0.430218597,0.742149326,0.23786813,-1.80864329,0.070506438,0.387314964,1.151771225
Thop1,136.6194488,-0.394600293,0.760700104,0.205310813,-1.921965471,0.054610103,0.334950081,1.262727004
Thrsp,1486.647404,1.35998474,2.566824645,0.241355694,5.634773807,1.75E-08,4.76E-06,7.756961951
Thsd4,42.01706905,-0.660237774,0.632773999,0.266469701,-2.477721751,0.013222422,0.143188398,1.878688986
Thumpd3,375.2122702,0.377920367,1.299467333,0.157113824,2.405392196,0.016155118,0.163893581,1.791689865
Timd2,695.3268481,0.463983606,1.379345248,0.173184732,2.679125351,0.007381476,0.099361824,2.131856788
Timd4,152.8553401,0.99380512,1.991430484,0.291836042,3.405354299,0.000660783,0.018864088,3.179941139
Timm10b,258.7429649,-0.28844067,0.818786562,0.18341712,-1.572594036,0.115812849,0.490992615,0.936243255
Timp1,61.65504963,-1.528886324,0.346544776,0.288552007,-5.298477534,1.17E-07,2.29E-05,6.931814138
Timp2,991.1137271,-0.878781065,0.543826717,0.176505737,-4.978767709,6.40E-07,8.78E-05,6.193820026
Tjp2,557.3697314,-0.326502305,0.797467536,0.169379814,-1.9276341,0.053900654,0.33290689,1.268405965
Tlcd1,306.2063838,0.350521872,1.275021763,0.184355931,1.901332216,0.057258512,0.34422124,1.242159942
Tlcd2,313.3313112,0.542377895,1.456370977,0.251681326,2.155018424,0.031160392,0.245910803,1.506397088
Tle1,757.9925081,0.370866966,1.293129684,0.205148445,1.807798087,0.070637932,0.387703503,1.150962024
Tln2,304.527944,0.294707982,1.226636667,0.184000485,1.60166959,0.109228693,0.477717505,0.961663263
Tlr1,53.44691696,-0.462806382,0.725573474,0.273171156,-1.694199301,0.090227418,0.437126832,1.04466147
Tlr13,239.8596702,-1.057031932,0.480619826,0.197496261,-5.352161747,8.69E-08,1.79E-05,7.060980224
Tlr3,120.8904838,0.356321531,1.280157689,0.229019969,1.555853545,0.119742922,0.498707386,0.921750148
Tm6sf1,95.0576874,-0.401102948,0.757279118,0.244171654,-1.642708896,0.100443177,0.459055262,0.998079559
Tm7sf2,221.929804,1.210621441,2.31437307,0.196001813,6.176582875,6.55E-10,2.79E-07,9.1837587
Tm9sf2,2194.204072,0.311529094,1.241022347,0.144864944,2.150479518,0.031517304,0.247245031,1.501450939
Tma7,254.7071622,-0.307293877,0.80815623,0.175974664,-1.746239321,0.080769375,0.414434255,1.092753278
Tmbim4,909.002108,0.279690301,1.213934265,0.16356279,1.709987345,0.087268213,0.428087811,1.059143917
Tmc3,11.88520682,1.335393152,2.523442392,0.291424232,4.582299632,4.60E-06,0.000388653,5.337242168
Tmed3,232.9806601,-0.568111646,0.674499068,0.200056882,-2.83975058,0.004514882,0.071282208,2.345353596
Tmed9,770.7921955,-0.366091144,0.775881835,0.143169575,-2.55704568,0.010556535,0.124733285,1.976478608
Tmem104,381.0563091,-0.378737466,0.769110361,0.189268477,-2.001059406,0.045385988,0.304746536,1.343078206
Tmem106a,268.5222323,-0.505670922,0.704332753,0.199555717,-2.533983638,0.0112774,0.129836184,1.947791015
Tmem107,10.12580299,-0.567176758,0.674936295,0.2978755,-1.904073206,0.056900651,0.342504341,1.244882765
Tmem119,34.31980536,-0.877214466,0.54441757,0.277537921,-3.160701295,0.001573898,0.03482601,2.803023416
Tmem132a,35.77623502,-0.734599202,0.600984962,0.281806254,-2.60675266,0.009140536,0.114242998,2.039028337
Tmem150a,1097.434956,-0.276803064,0.825418075,0.145723178,-1.899512948,0.057497066,0.344902331,1.240354316
Tmem154,37.56280365,-1.036033276,0.487666482,0.266217812,-3.891675275,9.96E-05,0.004473289,4.001740662
Tmem160,254.9917582,-0.445407592,0.73437681,0.174318401,-2.555138122,0.010614567,0.125187142,1.974097717
Tmem164,289.4474317,-0.292235182,0.816635856,0.178311188,-1.638905472,0.101232948,0.460712474,0.994678116
Tmem165,162.3981776,-0.687839031,0.620783006,0.203908984,-3.373264967,0.000742824,0.020562215,3.129114073
Tmem170b,424.6991041,0.367197556,1.289844864,0.230738284,1.591402824,0.111518949,0.482892739,0.952651332
Tmem173,95.73071869,-0.638527976,0.642368041,0.227414801,-2.807767888,0.004988617,0.075966277,2.302019838
Tmem176a,3931.937896,-0.632896892,0.644880213,0.203441165,-3.110957864,0.001864815,0.039215374,2.729364246
Tmem176b,5532.594385,-0.723826424,0.605489386,0.210387794,-3.440439247,0.000580771,0.016959305,3.235995078
Tmem177,94.41305404,-0.377337968,0.769856805,0.223366609,-1.68932129,0.091157876,0.439603101,1.040205803
Tmem178,17.28742412,-0.591142152,0.663817168,0.298728429,-1.978861382,0.047831615,0.312214446,1.320284955
Tmem180,59.81719057,-0.434580989,0.73990862,0.255407143,-1.701522456,0.088844925,0.432894267,1.051367375
Tmem183a,1137.439886,0.266320116,1.202736092,0.163620307,1.62767153,0.103594553,0.466797348,0.984663079
Tmem184b,366.2228968,-0.384207979,0.766199517,0.17954949,-2.139844449,0.03236734,0.251087916,1.48989299
Tmem245,112.7062152,0.51036401,1.424409547,0.244558731,2.08687708,0.036899247,0.271186551,1.432982496
Tmem248,1395.761452,0.224976526,1.168758232,0.133905095,1.680119239,0.092934118,0.443339172,1.031824818
Tmem258,187.8859185,-0.422100215,0.746337346,0.185071219,-2.280744768,0.022563554,0.202356117,1.646592493
Tmem26,107.1172698,0.793332744,1.733073384,0.257043289,3.086377969,0.002026111,0.041236366,2.693336766
Tmem260,249.2303527,0.349346563,1.273983474,0.200505657,1.742327717,0.081451116,0.416430171,1.089102961
Tmem43,351.7841788,-0.425799979,0.74442583,0.179395548,-2.373525895,0.017619158,0.172686689,1.75401485
Tmem45a,19.12426633,-0.485657909,0.714171314,0.299582991,-1.62111309,0.104993387,0.469394577,0.978838054
Tmem45b,34.03900611,-0.463436898,0.725256438,0.28225676,-1.641898311,0.10061108,0.459324656,0.997354189
Tmem51,186.9988822,-0.628726237,0.64674718,0.244250354,-2.574105733,0.010049956,0.122024246,1.99783584
Tmem56,5605.884733,0.381679727,1.302857887,0.182793437,2.088038461,0.036794365,0.270968258,1.434218688
Tmem59,3258.982607,0.210059273,1.156735707,0.130169202,1.613740185,0.106583794,0.472262427,0.972308824
Tmem65,256.4958019,-0.382619178,0.767043776,0.224298924,-1.705844913,0.088036958,0.430238,1.055334972
Tmem70,383.2353055,0.361781208,1.285011444,0.163765491,2.209141896,0.027164773,0.225683376,1.56599392
Tmem71,81.93037116,-0.635700567,0.643628196,0.248113134,-2.562139929,0.01040294,0.12453275,1.982843906
Tmem86a,817.2292369,-0.482272343,0.715849224,0.198144659,-2.433940658,0.014935443,0.155966607,1.825781891
Tmem86b,478.7168989,0.798953323,1.739838414,0.180823679,4.418410943,9.94E-06,0.000753451,5.002613616
Tmem8b,59.87611723,0.442138046,1.358616279,0.24483108,1.805890195,0.070935493,0.387859815,1.149136409
Tmem9,311.8911287,-0.285357712,0.820538133,0.163265777,-1.747810943,0.08049677,0.413534332,1.094221546
Tmod1,21.69268957,-0.454801221,0.729610693,0.292402736,-1.55539318,0.119852457,0.498796789,0.921353058
Tmprss2,297.2345326,-0.389231098,0.763536432,0.174460976,-2.231049645,0.025677841,0.218741606,1.590441495
Tmsb10,414.08269,-1.020582063,0.492917442,0.225353915,-4.528796675,5.93E-06,0.000476094,5.226945307
Tmsb4x,4412.080525,-0.359182687,0.779606115,0.180896848,-1.98556631,0.0470815,0.310173994,1.327149709
Tmtc1,30.56405169,0.445191334,1.361494669,0.278237764,1.600039216,0.109589884,0.478212075,0.960229533
Tnc,71.07963471,-0.833096642,0.561323108,0.27376281,-3.043133002,0.002341288,0.046005495,2.630545161
Tnfaip3,240.3298408,-0.579971829,0.66897684,0.240266283,-2.413871065,0.015784047,0.161791814,1.801781635
Tnfaip8,98.32256739,-0.461593427,0.726183761,0.227088331,-2.032660263,0.042086859,0.292841004,1.375853485
Tnfrsf11a,77.79830531,-0.525575634,0.694681877,0.260766798,-2.01550059,0.043852224,0.299891873,1.358008376
Tnfrsf21,287.4963505,-0.558541963,0.678988026,0.178045928,-3.137066762,0.001706473,0.036740209,2.767900579
Tnfrsf26,45.62086348,-1.230376725,0.426206138,0.293914579,-4.186171132,2.84E-05,0.001715777,4.54668166
Tnfsf10,135.1159781,0.491864926,1.406261531,0.233064514,2.110423923,0.034821858,0.262625133,1.45814806
Tnfsf12,176.0394759,-0.60657794,0.656752668,0.196082117,-3.093489351,0.001978177,0.040649775,2.703734852
Tnfsf13,13.86398932,-0.709691235,0.611450987,0.299610829,-2.368710232,0.017850232,0.17367549,1.748356135
Tnik,46.70567551,0.699348951,1.623771863,0.274050253,2.551900401,0.010713714,0.125991386,1.970059951
Tnks,366.0903875,0.349559197,1.274171256,0.206660005,1.691469987,0.090747075,0.438645238,1.042167364
Tnnt2,17.07889209,0.684448389,1.607087398,0.29903489,2.288857963,0.022087606,0.198772881,1.655851353
Tnrc6b,747.9159366,0.262771075,1.199780988,0.164257592,1.599749952,0.109654065,0.478212075,0.959975264
Tns2,2602.969335,0.295658904,1.227445445,0.184588914,1.601715386,0.109218561,0.477717505,0.96170355
Tns3,898.6487985,-0.30159936,0.811352439,0.173158867,-1.741749441,0.081552297,0.416430171,1.088563802
Tomm40l,121.0329086,-0.377270066,0.76989304,0.208845539,-1.806454988,0.070847299,0.387859815,1.149676702
Tor1a,1206.225787,0.28264484,1.216422865,0.154937771,1.824247493,0.068114664,0.380732034,1.166759381
Tor1aip2,2210.06287,0.237139626,1.178653474,0.134749851,1.759850744,0.078433117,0.40683375,1.105500525
Tor3a,440.2378917,0.464186804,1.379539537,0.222942243,2.082094441,0.037333844,0.271772496,1.427897292
Tpcn2,143.4173904,-0.822126657,0.565607574,0.195894864,-4.196774936,2.71E-05,0.001704683,4.567030709
Tpd52,396.645715,-0.560645879,0.677998563,0.157659565,-3.556053695,0.000376467,0.012286694,3.424273087
Tpd52l1,123.3946766,0.607430665,1.523543471,0.223899331,2.712963288,0.006668449,0.092195106,2.175975166
Tpd52l2,396.2359168,-0.244945745,0.84384753,0.153548041,-1.595238484,0.110658916,0.48082991,0.956013588
Tpm1,829.9686557,-0.614390206,0.65320593,0.14535036,-4.226960334,2.37E-05,0.001534361,4.625251654
Tpm2,184.9894416,0.717692524,1.644549604,0.210564376,3.408423293,0.000653395,0.018737006,3.184824193
Tpm4,548.6472387,-0.515627151,0.699488793,0.177309844,-2.9080571,0.003636819,0.061749352,2.439278313
Tpmt,472.7245908,0.320886046,1.24909746,0.156048857,2.056317829,0.039751891,0.282919063,1.400642207
Tpra1,410.8847923,-0.280265328,0.823439564,0.165616065,-1.692259306,0.090596543,0.438277544,1.042888374
Tprkb,871.3231,0.515307627,1.429298877,0.226496668,2.27512233,0.022898592,0.204199118,1.640191221
Traf3,228.5377538,-0.30009743,0.812197544,0.184515406,-1.626408525,0.103862778,0.467272769,0.983540066
Trap1,1921.016904,0.236070186,1.177780086,0.142812407,1.653008939,0.098329044,0.454300122,1.007318183
Trappc1,312.0342753,-0.295418991,0.814835651,0.160810452,-1.837063375,0.06620054,0.375007144,1.179138468
Trappc11,582.0109259,0.332206288,1.258937173,0.141298113,2.351102089,0.018717898,0.17945837,1.727742924
Treh,57.4427981,-0.569592448,0.673807108,0.272798703,-2.087958781,0.036801553,0.270968258,1.434133854
Trem2,560.8642755,-1.256278863,0.418622319,0.238255034,-5.272832398,1.34E-07,2.56E-05,6.872895202
Trerf1,29.2402388,-0.603987127,0.657933133,0.279957389,-2.157425201,0.030972549,0.244731085,1.509023051
Trf,319880.2517,-0.495452321,0.709339247,0.205374675,-2.41243143,0.015846518,0.162033185,1.800066152
Trib3,318.4262813,-0.480572647,0.716693092,0.258398289,-1.859813581,0.062911905,0.364146471,1.201267164
Tril,16.06173486,-0.548538242,0.683712524,0.298557718,-1.837293791,0.066166536,0.375007144,1.179361601
Trim2,818.9892009,0.274513888,1.209586454,0.157751359,1.740168138,0.081829498,0.416904429,1.087090113
Trim24,692.4757869,0.425786458,1.343304581,0.15787501,2.696984514,0.006997052,0.095598914,2.155084899
